C1_latency_p95,C2_tokens_total,C3_cost_total,C4_tool_calls_total,D1_tool_error_rate,D2_communication_count,D3_handoff_count,P1_steps_total,P2_backtrack_rate,P3_loop_score,P4_verification_density,Q1_success_rate,Q2_completion_rate,R1_success_var,R2_latency_var,R3_tokens_var,agents,benchmark,eval_avg_score,eval_completion_rate,eval_success_rate,runs,stage_act_events,stage_act_latency_ms,stage_act_tokens,stage_act_tool_errors,stage_act_verify_density,stage_finalize_events,stage_finalize_latency_ms,stage_finalize_tokens,stage_finalize_tool_errors,stage_finalize_verify_density,stage_plan_events,stage_plan_latency_ms,stage_plan_tokens,stage_plan_tool_errors,stage_plan_verify_density,stage_retrieve_events,stage_retrieve_latency_ms,stage_retrieve_tokens,stage_retrieve_tool_errors,stage_retrieve_verify_density,stage_revise_events,stage_revise_latency_ms,stage_revise_tokens,stage_revise_tool_errors,stage_revise_verify_density,stage_verify_events,stage_verify_latency_ms,stage_verify_tokens,stage_verify_tool_errors,stage_verify_verify_density,system_label,task_dir,task_id,topology,system_root
195136.3433749918,243220.0,0.0,19.0,0.0,0.0,5.0,50.0,0.02,0.0,0.12,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,195090.3433749918,243215.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/769,769,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting
17043.45379194431,53937.0,0.0,10.0,0.0,0.0,5.0,32.0,0.03125,0.0,0.1875,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,17015.45379194431,53936.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/770,770,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting
22561.194043165073,15647.0,0.0,8.0,0.0,0.0,5.0,28.0,0.0357142857142857,0.0,0.2142857142857142,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,22537.194043165073,15638.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/771,771,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting
42579.94595989771,290977.0,0.0,20.0,0.0,0.0,5.0,52.0,0.0192307692307692,0.0,0.1153846153846153,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,42531.94595989771,290834.0,0.0,0.0,1.0,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/772,772,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting
20291.486624971032,83170.0,0.0,12.0,0.0,0.0,5.0,36.0,0.0277777777777777,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,4.0,20259.486624971032,83149.0,0.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting/773,773,only_voting,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/only_voting
46590.20179175958,256453.0,0.0,27.0,0.0,5.0,8.0,69.0,0.0144927536231884,0.0,0.1159420289855072,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,45132.2985838633,255107.0,0.0,0.0,1.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1401.9032078962773,1167.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/769,769,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion
28925.58466690965,105328.0,0.0,26.0,0.0,5.0,8.0,67.0,0.0149253731343283,0.0,0.1194029850746268,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,27713.07145897299,104582.0,0.0,0.0,1.0,1.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1158.5132079366597,598.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/770,770,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion
26658.73999928683,59035.0,0.0,20.0,0.0,5.0,8.0,55.0,0.0181818181818181,0.0,0.1454545454545454,1.0,1.0,0.0,0.0,0.0,4,browsecomp,1.0,1.0,1.0,1,5.0,25262.261207215488,58217.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1354.4787920713425,817.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/771,771,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion
44006.16820800304,266597.0,0.0,27.0,0.0,5.0,8.0,69.0,0.0144927536231884,0.0,0.1159420289855072,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,42351.83479101397,265523.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1598.3334169890732,957.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/772,772,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion
43762.2264592126,226345.0,0.0,25.0,0.0,5.0,8.0,65.0,0.0153846153846153,0.0,0.123076923076923,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,42420.0605424121,225272.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1290.165916800499,956.0,0.0,1.0,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion/773,773,orchestrator_no_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_no_discussion
34934.90608235262,65496.0,0.0,26.0,0.0,6.0,10.0,73.0,0.0273972602739726,0.0,0.1506849315068493,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,34868.90608235262,65482.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/769,769,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure
36586.39175043441,65955.0,0.0,23.0,0.0,6.0,10.0,67.0,0.0298507462686567,0.0,0.1641791044776119,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,36526.39175043441,65838.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/770,770,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure
64949.84587426111,45950.0,0.0,38.0,0.0,10.0,20.0,115.0,0.0347826086956521,0.3217391304347826,0.1826086956521739,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,13.0,64847.84587426111,45941.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/771,771,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure
27098.54579059407,34982.0,0.0,23.0,0.0,6.0,10.0,67.0,0.0298507462686567,0.0,0.1641791044776119,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,27038.54579059407,34877.0,0.0,0.0,1.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/772,772,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure
46168.09141605161,253291.0,0.0,33.0,0.0,6.0,10.0,87.0,0.0229885057471264,0.0,0.1264367816091954,0.0,1.0,0.0,0.0,0.0,5,browsecomp,0.0,1.0,0.0,1,7.0,46088.09141605161,253252.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure/773,773,orchestrator_tree_structure,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_tree_structure
43319.68128949776,44788.0,0.0,26.0,0.0,8.0,15.0,77.0,0.0259740259740259,0.0129870129870129,0.1818181818181818,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,8.0,39390.76395728625,40932.0,0.0,0.0,1.0,1.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,3873.91733221151,3666.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/769,769,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion
23814.771666774526,75575.0,0.0,19.0,0.0,5.0,8.0,54.0,0.0185185185185185,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,5.0,23765.771666774526,75458.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/770,770,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion
36543.879957098514,106885.0,0.0,22.0,0.0,5.0,8.0,60.0,0.0166666666666666,0.0,0.15,1.0,1.0,0.0,0.0,0.0,4,browsecomp,1.0,1.0,1.0,1,5.0,34117.62987403199,105551.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2380.250083066523,1333.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/771,771,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion
76941.02766851336,270700.0,0.0,41.0,0.0,8.0,18.0,116.0,0.0258620689655172,0.1724137931034483,0.1637931034482758,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,11.0,70820.50629216246,265329.0,0.0,0.0,1.0,1.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,19.0,6034.521376350895,5232.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/772,772,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion
48987.954791275784,201335.0,0.0,36.0,0.0,8.0,15.0,97.0,0.0206185567010309,0.0103092783505154,0.1443298969072164,0.0,1.0,0.0,0.0,0.0,4,browsecomp,0.0,1.0,0.0,1,8.0,44609.25616510213,199071.0,0.0,0.0,1.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,4303.69862617366,2159.0,0.0,1.0,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion/773,773,orchestrator_with_discussion,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/orchestrator_with_discussion
3292.5005410015583,13388.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,1,browsecomp,0.0,1.0,0.0,1,1.0,3283.5005410015583,13388.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas/769,769,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas
16404.603167116642,158346.0,0.0,8.0,0.0,0.0,1.0,20.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,1,browsecomp,0.0,1.0,0.0,1,1.0,16385.603167116642,158155.0,0.0,0.0,1.0,1.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas/770,770,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas
6862.918999899179,18038.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,1,browsecomp,1.0,1.0,1.0,1,1.0,6853.918999899179,18037.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas/771,771,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas
6772.266374960542,37316.0,0.0,4.0,0.0,0.0,1.0,12.0,0.0,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,0.0,1,browsecomp,0.0,1.0,0.0,1,1.0,6761.266374960542,37315.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas/772,772,sas,/Users/maoxunhuang/Desktop/MAS_Analyzer/artifacts/full_experiment/20260330T200430Z/browsecomp/sas
